A952;A953;Extend
A980;A982;Extend
A983;;Extend
A9B3;;Extend
A9B4;A9B5;Extend
A9B6;A9B9;Extend
A9BA;A9BB;Extend
A9BC;A9BD;Extend
A9BE;A9C0;Extend
A9E5;;Extend
AA29;AA2E;Extend
AA2F;AA30;Extend
AA31;AA32;Extend
AA33;AA34;Extend
AA35;AA36;Extend
AA43;;Extend
AA4C;;Extend
AA4D;;Extend
AA7B;;Extend
AA7C;;Extend
AA7D;;Extend
AAB0;;Extend
AAB2;AAB4;Extend
AAB7;AAB8;Extend
AABE;AABF;Extend
AAC1;;Extend
AAEB;;Extend
AAEC;AAED;Extend
AAEE;AAEF;Extend
AAF5;;Extend
AAF6;;Extend
ABE3;ABE4;Extend
ABE5;;Extend
ABE6;ABE7;Extend
ABE8;;Extend
ABE9;ABEA;Extend
ABEC;;Extend
ABED;;Extend
FB1E;;Extend
FE00;FE0F;Extend
FE20;FE2F;Extend
FF9E;FF9F;Extend
101FD;;Extend
102E0;;Extend
10376;1037A;Extend
10A01;10A03;Extend
10A05;10A06;Extend
10A0C;10A0F;Extend
10A38;10A3A;Extend
10A3F;;Extend
10AE5;10AE6;Extend
10D24;10D27;Extend
10D69;10D6D;Extend
10EAB;10EAC;Extend
10EFA;10EFF;Extend
10F46;10F50;Extend
10F82;10F85;Extend
11000;;Extend
11001;;Extend
11002;;Extend
11038;11046;Extend
11070;;Extend
11073;11074;Extend
1107F;11081;Extend
11082;;Extend
110B0;110B2;Extend
110B3;110B6;Extend
110B7;110B8;Extend
110B9;110BA;Extend
110C2;;Extend
11100;11102;Extend
11127;1112B;Extend
1112C;;Extend
1112D;11134;Extend
11145;11146;Extend
11173;;Extend
11180;11181;Extend
11182;;Extend
111B3;111B5;Extend
111B6;111BE;Extend
111BF;111C0;Extend
111C9;111CC;Extend
111CE;;Extend
111CF;;Extend
1122C;1122E;Extend
1122F;11231;Extend
11232;11233;Extend
11234;;Extend
11235;;Extend
11236;11237;Extend
1123E;;Extend
11241;;Extend
112DF;;Extend
112E0;112E2;Extend
112E3;112EA;Extend
11300;11301;Extend
11302;11303;Extend
1133B;1133C;Extend
1133E;1133F;Extend
11340;;Extend
11341;11344;Extend
11347;11348;Extend
1134B;1134D;Extend
11357;;Extend
11362;11363;Extend
11366;1136C;Extend
11370;11374;Extend
113B8;113BA;Extend
113BB;113C0;Extend
113C2;;Extend
113C5;;Extend
113C7;113CA;Extend
113CC;113CD;Extend
113CE;;Extend
113CF;;Extend
113D0;;Extend
113D2;;Extend
113E1;113E2;Extend
11435;11437;Extend
11438;1143F;Extend
11440;11441;Extend
11442;11444;Extend
11445;;Extend
11446;;Extend
1145E;;Extend
114B0;114B2;Extend
114B3;114B8;Extend
114B9;;Extend
114BA;;Extend
114BB;114BE;Extend
114BF;114C0;Extend
114C1;;Extend
114C2;114C3;Extend
115AF;115B1;Extend
115B2;115B5;Extend
115B8;115BB;Extend
115BC;115BD;Extend
115BE;;Extend
115BF;115C0;Extend
115DC;115DD;Extend
11630;11632;Extend
11633;1163A;Extend
1163B;1163C;Extend
1163D;;Extend
1163E;;Extend
1163F;11640;Extend
116AB;;Extend
116AC;;Extend
116AD;;Extend
116AE;116AF;Extend
116B0;116B5;Extend
116B6;;Extend
116B7;;Extend
1171D;;Extend
1171E;;Extend
1171F;;Extend
11720;11721;Extend
11722;11725;Extend
11726;;Extend
11727;1172B;Extend
1182C;1182E;Extend
1182F;11837;Extend
11838;;Extend
11839;1183A;Extend
11930;11935;Extend
11937;11938;Extend
1193B;1193C;Extend
1193D;;Extend
1193E;;Extend
11940;;Extend
11942;;Extend
11943;;Extend
119D1;119D3;Extend
119D4;119D7;Extend
119DA;119DB;Extend
119DC;119DF;Extend
119E0;;Extend
119E4;;Extend
11A01;11A0A;Extend
11A33;11A38;Extend
11A39;;Extend
11A3B;11A3E;Extend
11A47;;Extend
11A51;11A56;Extend
11A57;11A58;Extend
11A59;11A5B;Extend
11A8A;11A96;Extend
11A97;;Extend
11A98;11A99;Extend
11B60;;Extend
11B61;;Extend
11B62;11B64;Extend
11B65;;Extend
11B66;;Extend
11B67;;Extend
11C2F;;Extend
11C30;11C36;Extend
11C38;11C3D;Extend
11C3E;;Extend
11C3F;;Extend
11C92;11CA7;Extend
11CA9;;Extend
11CAA;11CB0;Extend
11CB1;;Extend
11CB2;11CB3;Extend
11CB4;;Extend
11CB5;11CB6;Extend
11D31;11D36;Extend
11D3A;;Extend
11D3C;11D3D;Extend
11D3F;11D45;Extend
11D47;;Extend
11D8A;11D8E;Extend
11D90;11D91;Extend
11D93;11D94;Extend
11D95;;Extend
11D96;;Extend
11D97;;Extend
11EF3;11EF4;Extend
11EF5;11EF6;Extend
11F00;11F01;Extend
11F03;;Extend
11F34;11F35;Extend
11F36;11F3A;Extend
11F3E;11F3F;Extend
11F40;;Extend
11F41;;Extend
11F42;;Extend
11F5A;;Extend
13440;;Extend
13447;13455;Extend
1611E;16129;Extend
1612A;1612C;Extend
1612D;1612F;Extend
16AF0;16AF4;Extend
16B30;16B36;Extend
16F4F;;Extend
16F51;16F87;Extend
16F8F;16F92;Extend
16FE4;;Extend
16FF0;16FF1;Extend
1BC9D;1BC9E;Extend
1CF00;1CF2D;Extend
1CF30;1CF46;Extend
1D165;1D166;Extend
1D167;1D169;Extend
1D16D;1D172;Extend
1D17B;1D182;Extend
1D185;1D18B;Extend
1D1AA;1D1AD;Extend
1D242;1D244;Extend
1DA00;1DA36;Extend
1DA3B;1DA6C;Extend
1DA75;;Extend
1DA84;;Extend
1DA9B;1DA9F;Extend
1DAA1;1DAAF;Extend
1E000;1E006;Extend
1E008;1E018;Extend
1E01B;1E021;Extend
1E023;1E024;Extend
1E026;1E02A;Extend
1E08F;;Extend
1E130;1E136;Extend
1E2AE;;Extend
1E2EC;1E2EF;Extend
1E4EC;1E4EF;Extend
1E5EE;1E5EF;Extend
1E6E3;;Extend
1E6E6;;Extend
1E6EE;1E6EF;Extend
1E6F5;;Extend
1E8D0;1E8D6;Extend
1E944;1E94A;Extend
1F3FB;1F3FF;Extend
E0020;E007F;Extend
E0100;E01EF;Extend
1F1E6;1F1FF;Regional_Indicator
00AD;;Format
061C;;Format
180E;;Format
200E;200F;Format
202A;202E;Format
2060;2064;Format
2066;206F;Format
FEFF;;Format
FFF9;FFFB;Format
13430;1343F;Format
1BCA0;1BCA3;Format
1D173;1D17A;Format
E0001;;Format
3031;3035;Katakana
309B;309C;Katakana
30A0;;Katakana
30A1;30FA;Katakana
30FC;30FE;Katakana
30FF;;Katakana
31F0;31FF;Katakana
32D0;32FE;Katakana
3300;3357;Katakana
FF66;FF6F;Katakana
FF70;;Katakana
FF71;FF9D;Katakana
1AFF0;1AFF3;Katakana
1AFF5;1AFFB;Katakana
1AFFD;1AFFE;Katakana
1B000;;Katakana
1B120;1B122;Katakana
1B155;;Katakana
1B164;1B167;Katakana
0041;005A;ALetter
0061;007A;ALetter
00AA;;ALetter
00B5;;ALetter
00B8;;ALetter
00BA;;ALetter
00C0;00D6;ALetter
00D8;00F6;ALetter
00F8;01BA;ALetter
01BB;;ALetter
01BC;01BF;ALetter
01C0;01C3;ALetter
01C4;0293;ALetter
0294;0295;ALetter
0296;02AF;ALetter
02B0;02C1;ALetter
02C2;02C5;ALetter
02C6;02D1;ALetter
02D2;02D7;ALetter
02DE;02DF;ALetter
02E0;02E4;ALetter
02E5;02EB;ALetter
02EC;;ALetter
02ED;;ALetter
02EE;;ALetter
02EF;02FF;ALetter
0370;0373;ALetter
0374;;ALetter
0376;0377;ALetter
037A;;ALetter
037B;037D;ALetter
037F;;ALetter
0386;;ALetter
0388;038A;ALetter
038C;;ALetter
038E;03A1;ALetter
03A3;03F5;ALetter
03F7;0481;ALetter
048A;052F;ALetter
0531;0556;ALetter
0559;;ALetter
055A;055C;ALetter
055E;;ALetter
0560;0588;ALetter
058A;;ALetter
05F3;;ALetter
0620;063F;ALetter
0640;;ALetter
0641;064A;ALetter
066E;066F;ALetter
0671;06D3;ALetter
06D5;;ALetter
06E5;06E6;ALetter
06EE;06EF;ALetter
06FA;06FC;ALetter
06FF;;ALetter
070F;;ALetter
0710;;ALetter
0712;072F;ALetter
074D;07A5;ALetter
07B1;;ALetter
07CA;07EA;ALetter
07F4;07F5;ALetter
07FA;;ALetter
0800;0815;ALetter
081A;;ALetter
0824;;ALetter
0828;;ALetter
0840;0858;ALetter
0860;086A;ALetter
0870;0887;ALetter
0889;088F;ALetter
08A0;08C8;ALetter
08C9;;ALetter
0904;0939;ALetter
093D;;ALetter
0950;;ALetter
0958;0961;ALetter
0971;;ALetter
0972;0980;ALetter
0985;098C;ALetter
098F;0990;ALetter
0993;09A8;ALetter
09AA;09B0;ALetter
09B2;;ALetter
09B6;09B9;ALetter
09BD;;ALetter
09CE;;ALetter
09DC;09DD;ALetter
09DF;09E1;ALetter
09F0;09F1;ALetter
09FC;;ALetter
0A05;0A0A;ALetter
0A0F;0A10;ALetter
0A13;0A28;ALetter
0A2A;0A30;ALetter
0A32;0A33;ALetter
0A35;0A36;ALetter
0A38;0A39;ALetter
0A59;0A5C;ALetter
0A5E;;ALetter
0A72;0A74;ALetter
0A85;0A8D;ALetter
0A8F;0A91;ALetter
0A93;0AA8;ALetter
0AAA;0AB0;ALetter
0AB2;0AB3;ALetter
0AB5;0AB9;ALetter
0ABD;;ALetter
0AD0;;ALetter
0AE0;0AE1;ALetter
0AF9;;ALetter
0B05;0B0C;ALetter
0B0F;0B10;ALetter
0B13;0B28;ALetter
0B2A;0B30;ALetter
0B32;0B33;ALetter
0B35;0B39;ALetter
0B3D;;ALetter
0B5C;0B5D;ALetter
0B5F;0B61;ALetter
0B71;;ALetter
0B83;;ALetter
0B85;0B8A;ALetter
0B8E;0B90;ALetter
0B92;0B95;ALetter
0B99;0B9A;ALetter
0B9C;;ALetter
0B9E;0B9F;ALetter
0BA3;0BA4;ALetter
0BA8;0BAA;ALetter
0BAE;0BB9;ALetter
0BD0;;ALetter
0C05;0C0C;ALetter
0C0E;0C10;ALetter
0C12;0C28;ALetter
0C2A;0C39;ALetter
0C3D;;ALetter
0C58;0C5A;ALetter
0C5C;0C5D;ALetter
0C60;0C61;ALetter
0C80;;ALetter
0C85;0C8C;ALetter
0C8E;0C90;ALetter
0C92;0CA8;ALetter
0CAA;0CB3;ALetter
0CB5;0CB9;ALetter
0CBD;;ALetter
0CDC;0CDE;ALetter
0CE0;0CE1;ALetter
0CF1;0CF2;ALetter
0D04;0D0C;ALetter
0D0E;0D10;ALetter
0D12;0D3A;ALetter
0D3D;;ALetter
0D4E;;ALetter
0D54;0D56;ALetter
0D5F;0D61;ALetter
0D7A;0D7F;ALetter
0D85;0D96;ALetter
0D9A;0DB1;ALetter
0DB3;0DBB;ALetter
0DBD;;ALetter
0DC0;0DC6;ALetter
0F00;;ALetter
0F40;0F47;ALetter
0F49;0F6C;ALetter
0F88;0F8C;ALetter
10A0;10C5;ALetter
10C7;;ALetter
10CD;;ALetter
10D0;10FA;ALetter
10FC;;ALetter
10FD;10FF;ALetter
1100;1248;ALetter
124A;124D;ALetter
1250;1256;ALetter
1258;;ALetter
125A;125D;ALetter
1260;1288;ALetter
128A;128D;ALetter
1290;12B0;ALetter
12B2;12B5;ALetter
12B8;12BE;ALetter
12C0;;ALetter
12C2;12C5;ALetter
12C8;12D6;ALetter
12D8;1310;ALetter
1312;1315;ALetter
1318;135A;ALetter
1380;138F;ALetter
13A0;13F5;ALetter
13F8;13FD;ALetter
1401;166C;ALetter
166F;167F;ALetter
1681;169A;ALetter
16A0;16EA;ALetter
16EE;16F0;ALetter
16F1;16F8;ALetter
1700;1711;ALetter
171F;1731;ALetter
1740;1751;ALetter
1760;176C;ALetter
176E;1770;ALetter
1820;1842;ALetter
1843;;ALetter
1844;1878;ALetter
1880;1884;ALetter
1887;18A8;ALetter
18AA;;ALetter
18B0;18F5;ALetter
1900;191E;ALetter
1A00;1A16;ALetter
1B05;1B33;ALetter
1B45;1B4C;ALetter
1B83;1BA0;ALetter
1BAE;1BAF;ALetter
1BBA;1BE5;ALetter
1C00;1C23;ALetter
1C4D;1C4F;ALetter
1C5A;1C77;ALetter
1C78;1C7D;ALetter
1C80;1C8A;ALetter
1C90;1CBA;ALetter
1CBD;1CBF;ALetter
1CE9;1CEC;ALetter
1CEE;1CF3;ALetter
1CF5;1CF6;ALetter
1CFA;;ALetter
1D00;1D2B;ALetter
1D2C;1D6A;ALetter
1D6B;1D77;ALetter
1D78;;ALetter
1D79;1D9A;ALetter
1D9B;1DBF;ALetter
1E00;1F15;ALetter
1F18;1F1D;ALetter
1F20;1F45;ALetter
1F48;1F4D;ALetter
1F50;1F57;ALetter
1F59;;ALetter
1F5B;;ALetter
1F5D;;ALetter
1F5F;1F7D;ALetter
1F80;1FB4;ALetter
1FB6;1FBC;ALetter
1FBE;;ALetter
1FC2;1FC4;ALetter
1FC6;1FCC;ALetter
1FD0;1FD3;ALetter
1FD6;1FDB;ALetter
1FE0;1FEC;ALetter
1FF2;1FF4;ALetter
1FF6;1FFC;ALetter
2071;;ALetter
207F;;ALetter
2090;209C;ALetter
2102;;ALetter
2107;;ALetter
210A;2113;ALetter
2115;;ALetter
2119;211D;ALetter
2124;;ALetter
2126;;ALetter
2128;;ALetter
212A;212D;ALetter
212F;2134;ALetter
2135;2138;ALetter
2139;;ALetter
213C;213F;ALetter
2145;2149;ALetter
214E;;ALetter
2160;2182;ALetter
2183;2184;ALetter
2185;2188;ALetter
24B6;24E9;ALetter
2C00;2C7B;ALetter
2C7C;2C7D;ALetter
2C7E;2CE4;ALetter
2CEB;2CEE;ALetter
2CF2;2CF3;ALetter
2D00;2D25;ALetter
2D27;;ALetter
2D2D;;ALetter
2D30;2D67;ALetter
2D6F;;ALetter
2D80;2D96;ALetter
2DA0;2DA6;ALetter
2DA8;2DAE;ALetter
2DB0;2DB6;ALetter
2DB8;2DBE;ALetter
2DC0;2DC6;ALetter
2DC8;2DCE;ALetter
2DD0;2DD6;ALetter
2DD8;2DDE;ALetter
2E2F;;ALetter
3005;;ALetter
303B;;ALetter
303C;;ALetter
3105;312F;ALetter
3131;318E;ALetter
31A0;31BF;ALetter
A000;A014;ALetter
A015;;ALetter
A016;A48C;ALetter
A4D0;A4F7;ALetter
A4F8;A4FD;ALetter
A500;A60B;ALetter
A60C;;ALetter
A610;A61F;ALetter
A62A;A62B;ALetter
A640;A66D;ALetter
A66E;;ALetter
A67F;;ALetter
A680;A69B;ALetter
A69C;A69D;ALetter
A6A0;A6E5;ALetter
A6E6;A6EF;ALetter
A708;A716;ALetter
A717;A71F;ALetter
A720;A721;ALetter
A722;A76F;ALetter
A770;;ALetter
A771;A787;ALetter
A788;;ALetter
A789;A78A;ALetter
A78B;A78E;ALetter
A78F;;ALetter
A790;A7DC;ALetter
A7F1;A7F4;ALetter
A7F5;A7F6;ALetter
A7F7;;ALetter
A7F8;A7F9;ALetter
A7FA;;ALetter
A7FB;A801;ALetter
A803;A805;ALetter
A807;A80A;ALetter
A80C;A822;ALetter
A840;A873;ALetter
A882;A8B3;ALetter
A8F2;A8F7;ALetter
A8FB;;ALetter
A8FD;A8FE;ALetter
A90A;A925;ALetter
A930;A946;ALetter
A960;A97C;ALetter
A984;A9B2;ALetter
A9CF;;ALetter
AA00;AA28;ALetter
AA40;AA42;ALetter
AA44;AA4B;ALetter
AAE0;AAEA;ALetter
AAF2;;ALetter
AAF3;AAF4;ALetter
AB01;AB06;ALetter
AB09;AB0E;ALetter
AB11;AB16;ALetter
AB20;AB26;ALetter
AB28;AB2E;ALetter
AB30;AB5A;ALetter
AB5B;;ALetter
AB5C;AB5F;ALetter
AB60;AB68;ALetter
AB69;;ALetter
AB70;ABBF;ALetter
ABC0;ABE2;ALetter
AC00;D7A3;ALetter
D7B0;D7C6;ALetter
D7CB;D7FB;ALetter
FB00;FB06;ALetter
FB13;FB17;ALetter
FB50;FBB1;ALetter
FBD3;FD3D;ALetter
FD50;FD8F;ALetter
FD92;FDC7;ALetter
FDF0;FDFB;ALetter
FE70;FE74;ALetter
FE76;FEFC;ALetter
FF21;FF3A;ALetter
FF41;FF5A;ALetter
FFA0;FFBE;ALetter
FFC2;FFC7;ALetter
FFCA;FFCF;ALetter
FFD2;FFD7;ALetter
FFDA;FFDC;ALetter
10000;1000B;ALetter
1000D;10026;ALetter
10028;1003A;ALetter
1003C;1003D;ALetter
1003F;1004D;ALetter
10050;1005D;ALetter
10080;100FA;ALetter
10140;10174;ALetter
10280;1029C;ALetter
102A0;102D0;ALetter
10300;1031F;ALetter
1032D;10340;ALetter
10341;;ALetter
10342;10349;ALetter
1034A;;ALetter
10350;10375;ALetter
10380;1039D;ALetter
103A0;103C3;ALetter
103C8;103CF;ALetter
103D1;103D5;ALetter
10400;1044F;ALetter
10450;1049D;ALetter
104B0;104D3;ALetter
104D8;104FB;ALetter
10500;10527;ALetter
10530;10563;ALetter
10570;1057A;ALetter
1057C;1058A;ALetter
1058C;10592;ALetter
10594;10595;ALetter
10597;105A1;ALetter
105A3;105B1;ALetter
105B3;105B9;ALetter
105BB;105BC;ALetter
105C0;105F3;ALetter
10600;10736;ALetter
10740;10755;ALetter
10760;10767;ALetter
10780;10785;ALetter
10787;107B0;ALetter
107B2;107BA;ALetter
10800;10805;ALetter
10808;;ALetter
1080A;10835;ALetter
10837;10838;ALetter
1083C;;ALetter
1083F;10855;ALetter
10860;10876;ALetter
10880;1089E;ALetter
108E0;108F2;ALetter
108F4;108F5;ALetter
10900;10915;ALetter
10920;10939;ALetter
10940;10959;ALetter
10980;109B7;ALetter
109BE;109BF;ALetter
10A00;;ALetter
10A10;10A13;ALetter
10A15;10A17;ALetter
10A19;10A35;ALetter
10A60;10A7C;ALetter
10A80;10A9C;ALetter
10AC0;10AC7;ALetter
10AC9;10AE4;ALetter
10B00;10B35;ALetter
10B40;10B55;ALetter
10B60;10B72;ALetter
10B80;10B91;ALetter
10C00;10C48;ALetter
10C80;10CB2;ALetter
10CC0;10CF2;ALetter
10D00;10D23;ALetter
10D4A;10D4D;ALetter
10D4E;;ALetter
10D4F;;ALetter
10D50;10D65;ALetter
10D6F;;ALetter
10D70;10D85;ALetter
10E80;10EA9;ALetter
10EB0;10EB1;ALetter
10EC2;10EC4;ALetter
10EC5;;ALetter
10EC6;10EC7;ALetter
10F00;10F1C;ALetter
10F27;;ALetter
10F30;10F45;ALetter
10F70;10F81;ALetter
10FB0;10FC4;ALetter
10FE0;10FF6;ALetter
11003;11037;ALetter
11071;11072;ALetter
11075;;ALetter
11083;110AF;ALetter
110D0;110E8;ALetter
11103;11126;ALetter
11144;;ALetter
11147;;ALetter
11150;11172;ALetter
11176;;ALetter
11183;111B2;ALetter
111C1;111C4;ALetter
111DA;;ALetter
111DC;;ALetter
11200;11211;ALetter
11213;1122B;ALetter
1123F;11240;ALetter
11280;11286;ALetter
11288;;ALetter
1128A;1128D;ALetter
1128F;1129D;ALetter
1129F;112A8;ALetter
112B0;112DE;ALetter
11305;1130C;ALetter
1130F;11310;ALetter
11313;11328;ALetter
1132A;11330;ALetter
11332;11333;ALetter
11335;11339;ALetter
1133D;;ALetter
11350;;ALetter
1135D;11361;ALetter
11380;11389;ALetter
1138B;;ALetter
1138E;;ALetter
11390;113B5;ALetter
113B7;;ALetter
113D1;;ALetter
113D3;;ALetter
11400;11434;ALetter
11447;1144A;ALetter
1145F;11461;ALetter
11480;114AF;ALetter
114C4;114C5;ALetter
114C7;;ALetter
11580;115AE;ALetter
115D8;115DB;ALetter
11600;1162F;ALetter
11644;;ALetter
11680;116AA;ALetter
116B8;;ALetter
11800;1182B;ALetter
118A0;118DF;ALetter
118FF;11906;ALetter
11909;;ALetter
1190C;11913;ALetter
11915;11916;ALetter
11918;1192F;ALetter
1193F;;ALetter
11941;;ALetter
119A0;119A7;ALetter
119AA;119D0;ALetter
119E1;;ALetter
119E3;;ALetter
11A00;;ALetter
11A0B;11A32;ALetter
11A3A;;ALetter
11A50;;ALetter
11A5C;11A89;ALetter
11A9D;;ALetter
11AB0;11AF8;ALetter
11BC0;11BE0;ALetter
11C00;11C08;ALetter
11C0A;11C2E;ALetter
11C40;;ALetter
11C72;11C8F;ALetter
11D00;11D06;ALetter
11D08;11D09;ALetter
11D0B;11D30;ALetter
11D46;;ALetter
11D60;11D65;ALetter
11D67;11D68;ALetter
11D6A;11D89;ALetter
11D98;;ALetter
11DB0;11DD8;ALetter
11DD9;;ALetter
11DDA;11DDB;ALetter
11EE0;11EF2;ALetter
11F02;;ALetter
11F04;11F10;ALetter
11F12;11F33;ALetter
11FB0;;ALetter
12000;12399;ALetter
12400;1246E;ALetter
12480;12543;ALetter
12F90;12FF0;ALetter
13000;1342F;ALetter
13441;13446;ALetter
13460;143FA;ALetter
14400;14646;ALetter
16100;1611D;ALetter
16800;16A38;ALetter
16A40;16A5E;ALetter
16A70;16ABE;ALetter
16AD0;16AED;ALetter
16B00;16B2F;ALetter
